Datas,Motivo,Valor ($),Volume (T),NS K$,Markets,Products,SOG,KPI,Source,Owner,Motivo_Index,Meta ($)
2023-07-10 06:00:21.621621622,Avg RSP (standard price),476.8,9086.63,5504.74,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-10 23:34:03.243243244,Distribution - DV,4698.83,4083.15,10157.69,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-11 17:07:44.864864866,Distribution - DV,3022.1,9226.7,9197.69,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-12 10:41:26.486486488,Avg FSP,8645.89,6600.78,5913.72,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-07-13 04:15:08.108108108,Avg RSP (standard price),7516.06,5362.67,2872.98,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-13 21:48:49.729729730,Market trend L12W,10735.19,7885.54,6345.34,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-07-14 15:22:31.351351352,Avg RSP (standard price),8136.41,5778.44,4625.23,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-15 08:56:12.972972974,Volume of inno,4806.03,7067.87,1286.1,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-16 02:29:54.594594596,A&P Spent,1711.04,1055.04,1083.4,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-07-16 20:03:36.216216218,Volume of inno,10508.0,7853.71,1629.77,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-17 13:37:17.837837838,Volume of inno,1014.37,1684.36,8828.63,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-18 07:10:59.459459460,Distribution - DV,6200.77,2840.62,8127.42,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-19 00:44:41.081081082,Volume of inno,1263.41,1256.0,6461.0,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-19 18:18:22.702702704,Avg FSP,2325.0,5997.09,3228.17,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-07-20 11:52:04.324324326,Distribution - DV,10883.33,6754.12,5030.31,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-21 05:25:45.945945946,Avg RSP (standard price),5069.44,5228.25,1142.41,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-21 22:59:27.567567568,Market trend L12W,879.28,9524.8,3624.98,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-07-22 16:33:09.189189190,Distribution - DV,646.29,5490.62,8631.64,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-23 10:06:50.810810812,Avg FSP,3314.08,10600.19,8983.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-07-24 03:40:32.432432434,Share of Display,8395.51,3560.86,4482.38,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-07-24 21:14:14.054054056,Distribution - DV,7288.25,8844.27,6053.62,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-25 14:47:55.675675676,Volume of inno,1937.48,8160.0,7416.25,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-26 08:21:37.297297298,Volume of inno,2709.23,5053.57,10289.13,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-07-27 01:55:18.918918920,Avg FSP,322.93,3825.23,10373.82,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-07-27 19:29:00.540540542,Avg RSP (standard price),10101.16,8464.37,1607.68,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-28 13:02:42.162162164,Avg RSP (standard price),2524.34,5659.53,7960.31,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-29 06:36:23.783783784,Share of Display,4020.73,2230.21,4363.79,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-07-30 00:10:05.405405408,Distribution - DV,7511.5,1134.99,3629.99,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-07-30 17:43:47.027027028,Avg RSP (standard price),2720.54,9386.43,8316.05,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-07-31 11:17:28.648648648,Market trend L12W,9582.65,9436.72,3421.48,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-08-01 04:51:10.270270272,Market trend L12W,3489.23,11046.62,2124.84,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-08-01 22:24:51.891891892,Share of Display,6838.67,5740.54,9843.08,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-02 15:58:33.513513516,A&P Spent,4270.37,9828.93,4232.18,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-03 09:32:15.135135136,Distribution - DV,10128.96,8322.24,8304.29,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-04 03:05:56.756756756,A&P Spent,1995.29,6465.22,3043.54,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-04 20:39:38.378378380,A&P Spent,5184.86,11650.13,8432.42,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-05 14:13:20.000000000,Share of Display,1551.21,7056.5,8859.94,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-06 07:47:01.621621624,A&P Spent,2927.68,1471.83,6189.52,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-07 01:20:43.243243244,A&P Spent,6144.89,10747.02,9873.82,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-07 18:54:24.864864864,Volume of inno,11487.97,9566.7,2854.31,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-08 12:28:06.486486488,Share of Display,5057.63,8033.28,3888.7,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-09 06:01:48.108108108,Avg RSP (standard price),6498.31,3161.22,10408.25,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-08-09 23:35:29.729729732,Volume of inno,6215.62,510.3,5257.84,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-10 17:09:11.351351352,Distribution - DV,2104.07,5562.28,9844.56,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-11 10:42:52.972972976,Distribution - DV,3476.33,2161.74,11512.3,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-12 04:16:34.594594596,Avg RSP (standard price),8507.49,4431.76,6144.9,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-08-12 21:50:16.216216216,Avg RSP (standard price),4618.81,790.91,1593.43,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-08-13 15:23:57.837837840,Distribution - DV,6754.22,10783.61,7413.07,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-14 08:57:39.459459460,Market trend L12W,4442.77,5898.56,165.57,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-08-15 02:31:21.081081084,A&P Spent,11067.78,8376.77,1244.81,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-15 20:05:02.702702704,Market trend L12W,10319.63,7264.52,1793.27,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-08-16 13:38:44.324324324,Share of Display,1345.24,5515.38,4008.86,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-17 07:12:25.945945948,Avg FSP,4256.09,6831.6,8279.06,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-08-18 00:46:07.567567568,Volume of inno,3864.68,4889.01,3340.05,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-18 18:19:49.189189192,Distribution - DV,8109.13,254.0,1694.72,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-19 11:53:30.810810812,Share of Display,736.07,735.67,8783.75,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-20 05:27:12.432432432,Share of Display,7302.53,5946.85,3481.82,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-20 23:00:54.054054056,Volume of inno,9253.94,9157.89,4979.25,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-21 16:34:35.675675676,Share of Display,7434.44,3318.07,9755.18,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-22 10:08:17.297297300,Volume of inno,8063.31,2222.17,737.06,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-23 03:41:58.918918920,Share of Display,536.78,11386.94,3520.47,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-23 21:15:40.540540540,A&P Spent,7442.24,5175.74,9830.58,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-24 14:49:22.162162164,A&P Spent,9210.07,1720.53,7490.01,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-25 08:23:03.783783784,Volume of inno,9806.08,7672.82,7953.09,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-26 01:56:45.405405408,Share of Display,5687.24,7150.44,7462.09,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-08-26 19:30:27.027027028,Avg FSP,4054.51,7734.1,3508.8,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-08-27 13:04:08.648648648,A&P Spent,2885.62,3151.6,5107.49,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-08-28 06:37:50.270270272,Distribution - DV,4705.02,7406.0,6101.36,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-29 00:11:31.891891892,Market trend L12W,438.62,6283.94,410.97,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-08-29 17:45:13.513513516,Avg RSP (standard price),1219.2,10410.36,8816.23,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-08-30 11:18:55.135135136,Distribution - DV,6985.63,9201.5,1427.68,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-08-31 04:52:36.756756756,Volume of inno,1664.56,1304.64,10796.65,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-08-31 22:26:18.378378380,Avg FSP,1571.68,3806.22,4621.67,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-09-01 16:00:00.000000000,Share of Display,779.44,1543.69,6254.65,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-02 09:33:41.621621624,Volume of inno,2640.79,9107.32,5632.74,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-09-03 03:07:23.243243244,Market trend L12W,6552.81,9922.79,4502.17,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-03 20:41:04.864864864,Distribution - DV,6750.7,7186.7,388.36,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-09-04 14:14:46.486486488,Volume of inno,491.05,3498.7,3127.83,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-09-05 07:48:28.108108108,Market trend L12W,2944.4,10354.88,11357.17,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-06 01:22:09.729729732,Market trend L12W,2824.6,6300.18,6494.37,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-06 18:55:51.351351352,Share of Display,9207.82,7670.08,3914.56,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-07 12:29:32.972972976,A&P Spent,2554.59,10907.3,6234.56,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-09-08 06:03:14.594594596,Avg FSP,8010.54,12100.85,11236.66,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-09-08 23:36:56.216216216,Avg FSP,5680.16,11961.14,6009.91,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-09-09 17:10:37.837837840,Avg RSP (standard price),8276.46,8510.52,4117.38,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-10 10:44:19.459459460,Avg RSP (standard price),5814.96,11571.63,989.3,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-11 04:18:01.081081084,Avg RSP (standard price),4695.26,10643.66,4471.9,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-11 21:51:42.702702704,Share of Display,7056.5,3188.44,11325.17,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-12 15:25:24.324324324,Volume of inno,7466.49,2082.67,8268.31,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-09-13 08:59:05.945945948,Volume of inno,2956.27,12157.45,9096.13,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-09-14 02:32:47.567567568,Avg RSP (standard price),630.99,1807.66,4952.39,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-14 20:06:29.189189192,Market trend L12W,8177.6,5134.11,10568.99,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-15 13:40:10.810810812,Avg RSP (standard price),4640.11,12233.47,11155.39,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-16 07:13:52.432432432,Volume of inno,6194.18,3752.75,4837.71,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-09-17 00:47:34.054054056,A&P Spent,10201.44,1909.03,1945.49,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-09-17 18:21:15.675675676,Market trend L12W,10106.68,11280.04,10113.99,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-18 11:54:57.297297300,Market trend L12W,4771.85,7892.58,2575.67,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-19 05:28:38.918918920,Avg RSP (standard price),5959.97,6877.6,8232.33,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-19 23:02:20.540540540,Distribution - DV,8126.95,9293.94,3468.3,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-09-20 16:36:02.162162164,Avg FSP,10421.71,4356.92,4122.97,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
